C2, 10.16, 2.54, 90.00, , C0603
C3, 29.21, 25.40, 90.00, , C0603
C6, 11.43, 22.86, 90.00, , C0603
C7, 30.48, 2.54, 270.00, , C0603
D1, 33.02, 25.40, 270.00, CDSOD323-T15SC, SOD-323
D2, 7.62, 22.86, 90.00, CDSOD323-T15SC, SOD-323
IC1, 22.54, 17.78, 180.00, 12V to 3V3, TO228P972X240-3N
IC2, 22.54, 10.16, 180.00, 12V to 5V, TO228P972X240-3N
